donor_id	cell_type	n_cells	AGTR1_mean	frac_AGTR1_pos	age	sex	disease	ethnicity
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D353	Multiciliated	3015	0	0	30	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D353	Peribronchial fibroblasts	26	0	0	30	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D353	Secretory	6248	0	0	30	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D353	Smooth muscle FAM83D+	45	0	0	30	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D353	T cell lineage	63	0	0	30	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	Basal	3071	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	DC2	41	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	EC venous	100	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	Mast cells	29	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	Multiciliated	1338	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	SMG duct	40	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	SMG mucous	102	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	SMG serous	640	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	Secretory	1326	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	T cell lineage	52	0	0	33	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	Alveolar macrophages	1185	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	Basal	2229	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	DC2	52	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	EC venous	126	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	Monocyte-derived Mph	68	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	Multiciliated	479	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	Peribronchial fibroblasts	22	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	Secretory	3227	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	T cell lineage	80	0	0	24	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	Alveolar macrophages	109	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	Basal	4155	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	DC2	51	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	EC venous	128	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	Mast cells	26	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	Multiciliated	1207	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	SMG duct	43	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	SMG serous	24	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	Secretory	3492	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	T cell lineage	205	0	0	27	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Alveolar macrophages	92	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Basal	7570	9.54855307247711e-05	0.000132100396301189	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	DC2	94	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	EC arterial	46	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	EC venous	688	0.00238271300182786	0.00145348837209302	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Ionocyte	35	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Mast cells	50	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Multiciliated	1425	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Peribronchial fibroblasts	175	0.0630959565298898	0.0457142857142857	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Plasma cells	20	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	SMG duct	39	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	SMG mucous	64	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	SMG serous	27	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Secretory	2609	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Smooth muscle	71	0.0394092093051319	0.028169014084507	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	Smooth muscle FAM83D+	90	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	T cell lineage	106	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	AT1	51	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	AT2	2469	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	Alveolar macrophages	2419	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	DC2	42	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	EC venous	42	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	Interstitial Mph perivascular	42	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	Lymphatic EC	21	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	Mast cells	29	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	Monocyte-derived Mph	106	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	Monocytes	62	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	Multiciliated	24	0	0	63	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	AT1	118	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	AT2	2150	0.000207470267318016	0.000465116279069768	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	Alveolar fibroblasts	25	0.307810542583466	0.28	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	Alveolar macrophages	1042	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	DC2	49	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	EC arterial	42	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	EC venous	41	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	Interstitial Mph perivascular	38	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	Monocyte-derived Mph	42	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	Monocytes	101	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	Multiciliated	82	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	Transitional Club-AT2 cells	31	0	0	55	male	normal	Asian
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	AT1	73	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	AT2	1860	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	Alveolar macrophages	2579	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	DC2	21	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	EC arterial	25	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	EC venous	26	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	Interstitial Mph perivascular	21	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	Monocyte-derived Mph	31	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	Monocytes	84	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	Multiciliated	67	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	Plasma cells	147	0	0	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	Transitional Club-AT2 cells	162	0.0113920473758085	0.00617283950617284	29	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	AT1	50	0	0	57	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	AT2	3261	0	0	57	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	Alveolar macrophages	1439	0	0	57	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	EC venous	34	0	0	57	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	Monocyte-derived Mph	24	0	0	57	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	Multiciliated	115	0	0	57	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	Plasma cells	80	0	0	57	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	Transitional Club-AT2 cells	96	0	0	57	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	AT1	56	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	AT2	3097	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	Alveolar macrophages	1587	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	DC2	107	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	Interstitial Mph perivascular	44	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	Monocyte-derived Mph	117	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	Monocytes	70	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	Multiciliated	28	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	Plasma cells	38	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	Transitional Club-AT2 cells	70	0	0	49	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	AT1	286	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	AT2	1700	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	Alveolar fibroblasts	28	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	Alveolar macrophages	1355	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	DC2	83	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	EC arterial	23	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	EC venous	39	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	Interstitial Mph perivascular	50	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	Monocyte-derived Mph	131	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	Monocytes	305	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	Multiciliated	29	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	Plasma cells	29	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	T cell lineage	100	0	0	22	female	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	AT2	4542	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Alveolar fibroblasts	35	0.0941359724317278	0.0857142857142857	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Alveolar macrophages	1155	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	DC2	56	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	EC arterial	54	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	EC capillary	49	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	EC venous	41	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Lymphatic EC	77	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Mast cells	27	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Monocyte-derived Mph	397	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Monocytes	479	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Multiciliated	216	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Plasma cells	20	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	T cell lineage	21	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	Transitional Club-AT2 cells	30	0	0	47	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	AT1	29	0	0	21	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	AT2	2674	0	0	21	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	Alveolar macrophages	1843	0	0	21	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	DC2	46	0	0	21	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	EC venous	22	0	0	21	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	Monocyte-derived Mph	93	0	0	21	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	Monocytes	114	0	0	21	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-01	Basal	341	0	0	41	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-01	Multiciliated	315	0	0	41	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-01	Secretory	184	0	0	41	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-02	Basal	295	0	0	61	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-02	Multiciliated	501	0	0	61	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-02	Secretory	112	0	0	61	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	B cell	46	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Basal	5879	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	DC2	240	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	EC arterial	34	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	EC venous	134	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Innate lymphoid cell NK	39	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Lymphatic EC	27	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Mast cells	98	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Monocytes	115	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Multiciliated	1162	0.000684975808335664	0.000860585197934596	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Peribronchial fibroblasts	234	0.0346413585874769	0.0256410256410256	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Plasma cells	95	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	SMG duct	22	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Secretory	2015	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	Smooth muscle	40	0.0463777452707291	0.025	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	T cell lineage	2461	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	B cell	46	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	Basal	2626	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	DC2	231	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	EC arterial	21	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	EC venous	133	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	Innate lymphoid cell NK	74	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	Mast cells	100	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	Monocytes	48	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	Multiciliated	3306	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	Plasma cells	53	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	SMG duct	23	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	Secretory	2301	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	T cell lineage	4427	0	0	52	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	B cell	36	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	Basal	1268	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	DC2	142	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	EC venous	58	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	Innate lymphoid cell NK	20	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	Ionocyte	31	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	Mast cells	65	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	Monocytes	137	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	Multiciliated	686	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	Peribronchial fibroblasts	28	0.020788420523916	0.0357142857142857	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	SMG duct	23	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	Secretory	177	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	T cell lineage	819	0	0	56	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	B cell	40	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	Basal	1670	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	DC2	77	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	EC venous	117	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	Innate lymphoid cell NK	60	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	Mast cells	23	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	Monocytes	232	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	Multiciliated	969	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	Peribronchial fibroblasts	27	0.114416276967084	0.111111111111111	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	SMG duct	23	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	Secretory	363	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	T cell lineage	982	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	B cell	27	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	Basal	965	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	DC2	54	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	EC venous	73	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	Innate lymphoid cell NK	36	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	Mast cells	28	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	Monocytes	108	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	Multiciliated	492	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	Peribronchial fibroblasts	62	0.0484598538567943	0.0483870967741936	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	SMG duct	29	0	0	51	male	normal	European
