cluster_0	cluster_1	cluster_2
WDR1	0.526462109475793	0.484640779756544	0.489587529153263
SNX13	0.445011919460982	0.592206778660665	0.470793587017301
MS4A12	0	0	0
ARHGAP10	0.462965476037466	0.552671040380502	0.487197955527513
RPS6KA2	0.473930936708954	0.52719216745195	0.499822159756417
ING3	0.48039532712197	0.535352870734229	0.485467626094092
VASH1	0.495308028735056	0.447691859640663	0.561312574751084
LMCD1	0.507954120396004	0.485955936160451	0.506290906276937
BUD23	0.497776647429947	0.485453242778145	0.517108803833694
SEL1L	0.49042298317928	0.522307044986298	0.487759100873116
TRIP13	0.517789431258515	0.501473146732651	0.481186336858112
ATP6AP1	0.493649739375737	0.498514251513908	0.507905930976305
TCF3	0.409101319445312	0.672036195930081	0.44455512848915
TRIB2	0.4817176427364	0.516934961462293	0.501764107919642
DAZAP1	0.484454190786489	0.518243058781118	0.497688327225155
MBD3	0.463381826967279	0.591230776381401	0.453051207333724
PRLH	0	0	0
HLTF	0.453929183976992	0.562029473700634	0.48806023585382
FAM50A	0.518375206384312	0.493731393649246	0.488235086367724
FAM3A	0.496146360622329	0.472239807131275	0.532851247744894
CPSF1	0.390650997909363	0.57655054519662	0.546512605646779
MYO3B	0	0	0
CYBRD1	0.519782790528681	0.487318459936792	0.49329449801357
CDH19	0.467561178919976	0.532282056461085	0.501555517371732
PDCD2	0.502663908903659	0.486927687813521	0.510602466389571
SLC6A15	0	0	0
RDH11	0.486899281229363	0.52432376035021	0.489356583170785
PRKACA	0.472127082139833	0.560231563250749	0.471063483050166
ADGRL1	0.449350568959609	0.647542653342352	0.42233096143029
SPP2	648397474.583773	0	0
ACTN1	0.499663138383247	0.526277710161448	0.474937514366944
ZFYVE26	0.390276227940161	0.541054174169908	0.582749236978742
RPS6KA6	0.312667088004219	3.19828992670322	0
EPN2	0.468434239725015	0.54894223231625	0.485000023857203
PTPN18	0.485965958754273	0.547524451355289	0.468765821245082
LIMS2	0.474415578037293	0.60540807308179	0.430880089249914
ASIC4	0	0	0
SPEG	0.616912275449581	0.587053135849667	0.33078066177406
LNX1	0.890077990503098	0.357534141307085	0.361856826618335
ALDH3A2	0.50828609828771	0.565601010736203	0.432124180620785
TFRC	0.509696169602946	0.542554365397506	0.450663593147947
SREBF1	0.489217984639876	0.552724676633473	0.460968504615115
TRPC5	0	0	0
AFF4	0.481333758442046	0.52258075934462	0.496663020850674
UBE2D1	0.553561128125896	0.443984683157382	0.506501798174762
MPP5	0.498983379518335	0.536363527424712	0.46628947236268
RHOBTB1	0.478623453311664	0.538674693385347	0.484152209069273
SMC1A	0.480557025996689	0.523508568630257	0.496560389785262
HSD17B10	0.535936497342262	0.445015899522132	0.522307494313626
MARK2	0.488734510674985	0.529427128925572	0.482691850321006
HMMR	0	0	0
CHFR	0.469381741123562	0.531482343528249	0.500421217367665
TRHDE	1.23741257868565	0.808137896701444	0
P4HA2	0.473682746134513	0.519013958347007	0.508054293259912
FCGR2B	2138996897.62369	0	0
NFATC3	0.433462512620205	0.550184858934018	0.521365836678757
TRNT1	0.486150579534828	0.48467139740901	0.530055748897885
ACADVL	0.497568054021855	0.492720106172451	0.509815099179186
STK10	0.563096133113568	0.413854783199658	0.531492383868685
FBXW11	0.484874869671082	0.531790105903264	0.484314603304907
ACAP1	0.561007096411996	0.502128097072539	0.441616541962819
CRMP1	0.512976179547273	0.488891866652626	0.498327985051808
EVC	0.460939819939174	0.65063413997646	0.40908312749924
DERL2	0.512819619871605	0.476011850148287	0.511758476292041
SIDT1	648397474.583773	0	0
NDE1	0.492618267507249	0.475543812653767	0.532989704965526
IRAG1	0.43862122394815	0.615203900251424	0.458208221420111
TMEM38A	0.611801402976243	0.406888589381917	0.4952425118784
AP1M1	0.504047215886303	0.487974954263424	0.508129724628524
PVR	0.584940395184981	0.437299817272326	0.485194722294258
XRCC1	0.49878227711301	0.507065451223112	0.494208830366028
SCARB1	0.504095919095973	0.462034239159591	0.535696634903385
CYP2W1	0	1381237217.31602	0
MCM2	0.375287846739021	0.535751860455564	0.608408420662299
MOV10L1	0	1381237217.31602	0
PANX2	0	0	0
SELENOO	0.45203387637706	0.616813002191117	0.443396935244327
TP63	0	0	0
ALPK1	0.46935198879956	0.552559014844347	0.480757600634353
LLGL2	0.413127697835468	0.616290424913855	0.484452188893545
PDE8A	0.490736018903242	0.520034522348761	0.489623372534095
CLCN4	2138996897.62369	0	0
NLE1	0.522912076288696	0.441456896133375	0.539359785604556
SDHA	0.508451242865379	0.475033174736448	0.517180068359356
SMARCE1	0.507076914647056	0.50170308671198	0.491305847686111
FNDC8	0	0	0
GSDMB	0.243923077257589	1.07595676315471	0.399803137058258
KDM5A	0.465784710425599	0.563249663393615	0.474755534240137
ADAM11	0.935510867849413	1.06893466807196	0
PPP2R3A	0.491040195953083	0.578831984029618	0.436889684453069
FERMT2	0.494716448075592	0.504515057868337	0.500801147754988
ABCB11	0	0	0
DHRS9	0	0	0
CD5L	0	0	0
PTGS2	0.541654259778316	0.538331019057641	0.425941621231262
IGF2BP2	0.472871919413888	0.510627014642137	0.517272103175174
MAP3K13	0.494218581326249	0.491623422042495	0.514363644956529
ST6GAL1	0.360803511352624	0.5787012560282	0.583009913789209
TBX21	1094136264.96447	0	0
FRY	0.434831563345467	0.573466614348005	0.498094347711039
PICALM	0.481604087607876	0.535418986620759	0.484190772992031
NSF	0.456860209072469	0.549505631718956	0.496501441896171
GLI2	0	0	0
CLASP1	0.447268044047735	0.5226901403897	0.533012133822686
MRPS34	0.523812850734006	0.475999080344672	0.500951072485278
NOTCH3	0.478927114143101	0.537920742584097	0.484548250999969
CLNS1A	0.508646580669185	0.470847440546978	0.521435346576113
PPP2R2C	0	0	0
TEAD2	0.526912691398651	0.455320732611236	0.519872442554589
EED	0.438312541721206	0.534385838557176	0.531360122837158
CDHR2	0	0	0
SNCB	0	0	0
TSG101	0.521888527359369	0.459596378390684	0.520217199120286
NCBP3	0.461828568531822	0.545016390290786	0.495477077545268
ATP2A3	0.408718085357131	0.44158078243203	0.676581359209405
CA12	0.312667088004219	3.19828992670322	0
MGLL	0.519509290055943	0.484602450771298	0.496307550358321
NTN4	0.530108202473492	0.486237590340669	0.484535191027247
BCS1L	0.475456927563426	0.495251586805659	0.530315363383862
NUAK1	0.446991049731843	0.553390279739455	0.503403332901252
DPP8	0.458625964854881	0.560374369792181	0.484667602190553
SLC24A1	0.398941622794213	0.553648287495093	0.558779459515273
ZNF532	0.475600585411167	0.612106048916361	0.424494826425337
SCARF1	0.481957467320069	0.504041836025878	0.514367534136571
LMAN1	0.484329854022156	0.513074375451081	0.502879693613055
HACD3	0.498569890026868	0.489540163592393	0.512060966420838
IPCEF1	648397474.583773	0	0
ZZEF1	0.436690685360204	0.598754913404052	0.473906233233663
NOX3	0	0	0
ENO1	0.535742478901396	0.459307339707225	0.506948796065888
SLC12A1	0	0	0
MYDGF	0.51853550882271	0.475483532146348	0.506643867000004
ANO8	0.352991952182387	0.565255155717724	0.607655451734965
TUBE1	0.526245311167706	0.562180984259959	0.419110751456159
ARHGEF10L	0.583740568173458	0.742976157063881	0.258095624925667
TXK	0	0	1393499545.08907
WSCD2	0	0	0
KCNQ2	0	0	0
TACR2	0.465301532679744	0	2.14914400126938
ACTR6	0.516616270904621	0.480401535267126	0.503431532887509
TIPIN	0.431516416584437	0.54742153335299	0.526242782302764
SRI	0.53347908990129	0.454408707794987	0.514409372912072
EIF4G3	0.475554034759782	0.562974070582762	0.465238866683471
NUP37	0.478688773282329	0.525575335829249	0.496480067614712
SEMA3A	0.461470236479537	0.52781943855065	0.512333243688756
GTSE1	0.398884149032636	0.931895375580636	0.302900793119496
SEMA3C	0.444593064646358	0.531386654500373	0.527275806780707
TTC38	0.519183239699759	0.457379622242207	0.525346979493219
ACAT1	0.501784365933187	0.475238368850253	0.523765670421877
GRAMD4	0.753876296330588	0.582683232814981	0.253139133984892
CELSR1	0.233678914387567	0.676448030107253	0.686576530231727
WNT8B	0	0	0
ZNF638	0.469073021235794	0.560711792334088	0.473697404491659
SLC25A40	0.406245019590453	0.38903569344829	0.757585183234814
TIMM21	0.499304913515478	0.533091970825318	0.468973067584837
ADD2	0	2073763114.65938	0
RASAL2	0.463629060230619	0.555706453450457	0.483741188398167
VPS9D1	0.535189437456303	0.505545141046106	0.461126679072343
ZNF37A	0.44526004717879	0.552677520831227	0.505946399732555
MARK3	0.476516280863977	0.530715154464543	0.493784259688846
SLC25A3	0.520338722786493	0.475045701856834	0.505328692681454
FNDC3B	0.470584949493407	0.540508234512971	0.49061939597169
FOSL2	0.52879266730162	0.50522382236765	0.467273835209328
CACNG4	0.281437835441108	0.6364648372925	0.643241488853497
FRYL	0.450171682109346	0.568912562592581	0.485790661314604
TMEM131	0.426628253186111	0.581668088605543	0.499694104986489
FSCN1	0.518173282366583	0.60869582690747	0.389483070734639
ACTB	0.516466975448134	0.481775602590253	0.502163491421816
MOCOS	0.312667088004219	3.19828992670322	0
PLD1	0.714207486390518	0.320671103396269	0.516416911277646
ATP12A	0	0	0
WDR62	0.233678914387567	0.676448030107253	0.686576530231727
DLG1	0.452604715532039	0.60170361262602	0.455082537809463
RAB7A	0.519075200612055	0.46029892770082	0.522270566810756
BCAP29	0.490431808738778	0.518022765066598	0.491865184569165
SEC31B	0.245940468970587	0.756562768075642	0.592103670213219
SART3	0.481596497491426	0.528531557179486	0.490691241668998
ARHGAP15	0.485727571688149	0.493759146350795	0.520965456156702
TUBA3D	0	0	0
PAX2	648397474.583773	0	0
EXOSC7	0.52928902223515	0.447827617659564	0.525759223658182
KIFAP3	0.462607093661702	0.530689172823984	0.508320916463527
MKRN2	0.507178650040391	0.503766949920957	0.489176691475554
MCM6	0.450453784585264	0.511880921410398	0.540516733464371
REXO2	0.531046607437706	0.456251241609648	0.514790430743934
RBM7	0.52029686826549	0.455058625439822	0.526773038193206
RBMS2	0.482293818811378	0.553250576186585	0.467224851122527
BAZ2A	0.460756454544555	0.557713381273808	0.484876762923041
PTPN23	0.440668282469608	0.539469253183469	0.523686077545171
MLH1	0.484039790006283	0.50351974468809	0.51272743321062
UNG	0.517492127468128	0.508303816150872	0.47487927003112
FMO4	0.413806301501627	0.482368017444186	0.617878944163796
KLHL20	0.494452840991025	0.502970341824436	0.502607803418038
RGS11	0.475589406050486	0.523509158457164	0.501669883545635
SLC46A1	0.310817181786651	0.897821763310706	0.40805954452583
PLXNA2	0.795801940495537	0.68683375358837	0.176029134379536
SPAG5	1.40455810654296	0.711967695819902	0
ANKRD13A	0.497555354729552	0.547616488357537	0.457534436714351
TPD52	0.277882200460732	0.378389075948012	1.03264141551751
ACACB	0.430665057592602	0.600941104633122	0.478433105938599
TRAF4	0.531533139432288	0.493551911175657	0.475982838367551
PAG1	0.466634335436347	0.548163203051085	0.487563843988541
GPATCH1	0.488196857377	0.519141022630282	0.493029451120095
ICAM3	0.56960744970868	0.407600715491869	0.532639181397193
NT5C2	0.477690238789999	0.522435714409127	0.500541697799315
MCAM	0.476624621156775	0.560194379033659	0.466632562283358
GPC4	0.488096879463536	0.505014911465907	0.507032952132775
MBNL3	0.278178485007902	1.02093608331144	0.38347709197694
CAMSAP3	0	0	0
RAP1GAP	0	0	0
XAB2	0.491667929621326	0.472393625490512	0.537413034567706
ARHGEF1	0.497432935276009	0.514434072659024	0.48836590399428
STXBP2	0.515567303431843	0.509278151505054	0.475769326368945
MAP2K7	0.465289435126994	0.530409513508466	0.505749489943182
NMRK2	0	0	0
DGKD	0.462752195174689	0.58683773827894	0.45735831729916
CTTNBP2	0.471800665023983	0.55421996171176	0.476776375766356
ACTL6B	0	0	0
RARB	0.515665197420252	0.428216573452621	0.562378520135548
TOP2B	0.468756214186321	0.564956132963424	0.470250358835103
TM9SF3	0.48583588922663	0.53725603627694	0.47826556681111
NFKB2	0.590015798797818	0.440606734866071	0.477271883101026
UBE2T	0.580169320394846	0.418442028014397	0.510214543168009
PPP1R12B	0.477974008203069	0.544685929560194	0.479252033254697
DNAJC10	0.455748454334338	0.551905699329129	0.495440954709046
GTF3C1	0.472482238231227	0.582775265329942	0.451224997248383
IL4R	0.517422575467894	0.516539173366812	0.467154007190318
USP33	0.463663255765484	0.549227187320564	0.489647800281719
PAK3	0.785171597676672	0	1.27360694315412
CAPN6	0	0	0
DCX	0	0	0
SNRPA	0.507061474784243	0.436651674573312	0.561538401963032
SPAG6	648397474.583773	0	0
EXOSC5	0.489061168315914	0.487656585589877	0.52383792492147
DYNC1I2	0.50845130680643	0.502799826124313	0.488884418601427
APBB1IP	0.833888610863356	0.372570177477287	0.377125154059248
LRCH4	0.488025716893284	0.50555028259181	0.506569466449774
FAM76B	0.47114353537405	0.573959804307304	0.46003213047663
SIRT6	0.482405662461281	0.513602414524477	0.504335482851859
TYR	0	0	0
POLD3	0.502832540755187	0.486281789307362	0.511099150289549
ACTN2	1094136264.96447	0	0
CAPZB	0.513999365047225	0.483631682591005	0.502683777306313
GPR137B	0.548389574868426	0.461714513977963	0.492449143105916
NAALAD2	0.469218906350961	0.452257808871075	0.585330596108107
JADE1	0.478032541278289	0.524353315086987	0.498331568220846
SLC25A43	0.51763799097179	0.556677040428007	0.431255383243553
UBE2A	0.52224739992378	0.480229527522476	0.498114648764559
FGFR1	0.539354791356625	0.48148604516372	0.480649554457857
FKBP6	0.469432379887859	2.13023225618274	0
SMC1B	0	0	0
FBLN1	0.503508010835626	0.546841775147869	0.452622120367062
ITGA8	0.454830926459076	0.564623786196654	0.484773001737172
CST7	1.16190040645751	0.382463985171111	0.228353564962702
MAP2	0.468550707417104	0.52883043283852	0.503845867018081
PIAS2	0.438324307270191	0.598434003379058	0.472463050145156
AMPH	0.42302664354669	0.406905761313296	0.705050746303438
ARAF	0.494247052435863	0.504218256283648	0.501570311780156
MCCC1	0.437031227831592	0.490013338605066	0.579813854453019
LAMP3	0.403396486325454	0.257308301706118	1.03213571223426
FAP	0	1.48816920714434	0.67196659761498
NEBL	0.691581567925506	1.44596103366398	0
ACER3	0.448899638467548	0.595281785883698	0.464187650660165
UBE2K	0.483077743346689	0.545434708510778	0.473493216363439
PIK3C3	0.464471473951347	0.533889703794094	0.503256567780644
N4BP2	0.382883363528304	0.585806055712566	0.547319156709145
TIGAR	0.467021330963021	0.45398000735222	0.585843398652203
TULP3	0.494732641636108	0.492620397744645	0.512810486858453
SYNJ2	0.405264630472013	0.604195004986838	0.503703665274567
ADCY2	0.785171597676672	0	1.27360694315412
PPP2R5C	0.466461050790347	0.54769374242501	0.488175941828157
RBFOX1	0.492530665934213	0.363666911987567	0.675939891688667
GNB1	0.49986756209606	0.540562447944928	0.461644495709459
HOXA9	0	0.661219794588033	1.51235641609964
EDN1	0.483128169803166	0.674199006003142	0.37277992327341
MLLT10	0.445282968668251	0.559851671086469	0.499233801048072
ZCWPW1	0.444936833528774	0.4746902045588	0.587755990172967
ADCYAP1R1	0.638564525277663	0.383862763448258	0.499037508713089
FGF20	0	0	0
P2RY10	0	0	0
ITM2A	0.544539633707799	0.380330812964638	0.592118689586171
NRDC	0.477514462127807	0.537978040230526	0.485920903093501
VDAC3	0.51579115843073	0.465189278458327	0.520281695665146
PCM1	0.468960618942386	0.544816339160166	0.488271494305973
TNRC6C	0.459374421103188	0.565408152139842	0.479369041049131
CBFA2T2	0.463929537503201	0.542369681647864	0.495765443078308
BRINP1	648397474.583773	0	0
ITCH	0.453495008695389	0.573273217677363	0.47844653800123
PKD2L2	1709160308.09301	0	0
TP53INP2	0.445230272480658	0.543125171145941	0.51507536574803
SDF4	0.511029231634191	0.479169956108854	0.510244137129017
MYH7B	0.338526698622583	0.675576685614867	0.524156778548246
BPIFB2	0	0	0
TP73	0	0	1393499545.08907
TOLLIP	0.481173165567953	0.512734001417792	0.506467091931099
UBE2D4	0.570277206205252	0.451057997057279	0.483641143716517
CLUL1	0	1381237217.31602	0
RUNX1T1	0.469103955273749	0.555195211987607	0.478618698937592
CDH17	0	0	0
THOC1	0.474707824311475	0.583122156960366	0.448779036812561
FKBP7	0.521026797662982	0.444759062195889	0.537533210528231
OSBPL6	0.471926375260526	0.563004872609434	0.468806394986969
SLC1A3	0.711705508978408	0.302992261794655	0.542440820577368
XRCC5	0.506178041045394	0.497357362842946	0.496502773802188
LXN	0.499707520100188	0.555295249611106	0.44877442081974
SP140	2138996897.62369	0	0
MKNK1	0.455165761321535	0.536028136719194	0.511114262112717
TNS1	0.464855579538629	0.564968250125542	0.47416906347049
REXO1	0.466822135648299	0.577295485736349	0.461438195183762
SAR1A	0.507530458471353	0.502067866654777	0.49050265413604
CDC14A	0.42258226053978	0.549706507845273	0.534284795365786
RAPGEF3	1.23741257868565	0.808137896701444	0
CEACAM1	1.03832732568727	0.963087432873679	0
SENP1	0.451026523223664	0.606719383137867	0.452545687340637
DUSP13	0	1381237217.31602	0
CIC	0.456808071977876	0.553039276087639	0.493274900694681
LIPE	0.519641235704452	0.455156552570178	0.527326943732069
FDFT1	0.546029551030162	0.43346713143799	0.525384220650759
PAFAH1B3	0.860435641457839	0.209290192234591	0.57341529641827
OPHN1	0.505148984527834	0.504334373565525	0.490605947360121
AFM	0	0	0
KIF22	0.4756162156084	0.45818780342274	0.571007262285229
SCGN	648397474.583773	0	0
CARMIL1	0.460727039140291	0.540700134530654	0.500704206741151
PGM1	0.545110005563336	0.44785066091663	0.510304985673333
DDX1	0.520386184325612	0.473316845521991	0.507086901727834
DNM2	0.494859996353526	0.552793913952534	0.455518123727095
EPB41L2	0.466266679075544	0.554737827051527	0.481919331721436
RIMS1	0.600616547107154	0.604563512676594	0.329754877364782
MOXD1	0.474470932766805	0.343428025628313	0.731822958268508
STX7	0.473010489359601	0.539377393231776	0.489192349782785
RABL2B	0.457433028092845	0.522731217492201	0.521728589802693
KEAP1	0.516486627320549	0.478575325662537	0.505447439541139
DDX43	0.489867675091558	0.553715812393753	0.4594681462802
PTPRH	0	0	0
DCT	0	0	0
SLC35C2	0.493932681314188	0.492256208740505	0.514005495635446
CRYBG3	0.476110527532384	0.518811999041254	0.505718828011481
EPHA6	0	0	0
SCTR	648397474.583773	0	0
RFX3	0.392778117710323	0.573431633531636	0.546893213988439
RIF1	0.452454488373759	0.576089436416423	0.477042675594796
RAB21	0.493035514034683	0.535774299148406	0.472567056933181
SLC4A4	0.440873741094384	0.550337505798429	0.512960416970895
SMARCA2	0.463337208803934	0.521809724371015	0.516258526373559
RDH8	0	0	0
SESN1	0.509381547302067	0.520873343640536	0.470674647213871
MID2	0.458311636896664	0.546767767851026	0.497530462637647
DNAAF6	0	1381237217.31602	0
COL5A3	0.467170901881882	0.549582468710746	0.485705248975129
SRCAP	0.470720872289184	0.686697678396622	0.375162378542279
PUM3	0.504961770782096	0.498722816800518	0.496341802782341
CPB2	0.792142182715312	1.26239962999349	0
CHRNA3	0	0	0
KCNN2	0	0	0
CNOT4	0.476840825739345	0.518684378483077	0.505085021780297
PSEN1	0.493135668179756	0.51402837731246	0.493030030979826
CPOX	0.519633246754196	0.532674127215158	0.450343002990538
CLDND1	0.495469379268718	0.489859432344667	0.514900495408269
MOK	0.524517003555637	0.516870214494379	0.460275337250576
HSP90AA1	0.537006735338169	0.48706303648131	0.477283120217749
RBL1	0.510493270712169	0.57375874212183	0.423400012103662
DLGAP4	0.504032381956282	0.542863425562062	0.455656645812032
IGSF9B	0	0	0
NDC80	0	0	0
AP4E1	0.427223965803497	0.566154992219791	0.513242282659247
RSBN1	0.486905899934194	0.495116939976548	0.518329699558038
MAGI3	0.439703586819327	0.576996679379921	0.489656194360961
CXCL2	0.693000183041027	0.35310459776817	0.491888356626187
AFP	0	1381237217.31602	0
COL4A4	0.344531467848149	0.588618976612608	0.595484326765462
TCF7	0.490801883241089	0.503340923803685	0.505944836754589
OSTM1	0.481391641235284	0.518789483308469	0.500285128016826
CDH7	0	0	0
IMPG2	0	0	2088922969.27584
PCNP	0.514460497605039	0.481139565658312	0.504793442553115
EXD2	0.458870314915596	0.563488994332082	0.481606708681191
ARG2	0.548635439623638	0.459496821986357	0.494539127304868
MEF2C	0.485679027967095	0.530701512600911	0.484534406602671
PTPRC	0.501480472959487	0.547090295495199	0.454300097315313
CACNA1S	0	0	0
PKP1	0	0	0
UBA5	0.505799643870797	0.48858429485684	0.505747885212886
STK17B	0.489088769523716	0.511612721249094	0.499467862366512
CDC14B	0.499409167117492	0.528192451903913	0.473398974564251
ZNF510	0.492728930314611	0.502085939936453	0.505241696774952
LRP2	0	0	0
ZNF506	0.471653900756978	0.586350236565916	0.449034718841612
JMJD4	0.473115739617354	0.497033832599039	0.53097357610594
DUSP12	0.533216081304589	0.453135120756217	0.516049746489256
AACS	0.428341782860922	0.545827983423281	0.531428870289756
DELE1	0.455998259072047	0.570238630508425	0.478546044985551
CADPS2	0.502780028389237	0.608627628419515	0.402684470190566
PCDHB4	0.463950102573275	0.562237671924852	0.477521413989886
PCDHA6	0.314328543908607	0.550052109286846	0.683457393051684
PCDHGA2	0.466051941573394	0.514715409777023	0.520436401508935
HSPB11	0.497615437409285	0.480897896034051	0.522056487167385
PHLPP1	0.418366072512998	0.506187909612126	0.584696617473069
ATP8B1	0.456002219029795	0.640446739535712	0.421266492262887
IL12RB2	0	0	0
SMARCD3	0.484854070463759	0.533446709880568	0.482783141839866
WDR70	0.460478444796937	0.538797509796091	0.502776853754338
FYB1	1.42984452848043	0.699376735905186	0
MPP4	0.792142182715312	1.26239962999349	0
STRADB	0.464226709711827	0.51891828129229	0.518182394033836
BZW1	0.537399107200999	0.475431664282099	0.488575786214851
PGR	0.449749313287339	0.532168247054436	0.520783628133915
C1QTNF3	0.419135615807889	0.630366868005153	0.466303980499553
ME2	0.47848458227048	0.539244602749646	0.483762196744958
C5orf22	0.513087805878437	0.511590511123773	0.47591674049017
CCNT2	0.456925498370564	0.56723804594539	0.480257930012741
FAM135A	0.448137454537574	0.631115314668157	0.435996809361533
COL19A1	0	0	0
EPB41L3	0.96618341163948	0	1.03500017404255
COBLL1	0.477840161569512	0.551710341570456	0.472999922755771
DLG3	0.485318132729955	0.632444223573248	0.400236243628128
KCNK2	0	0	0
SERTAD4	1.03832732568727	0.963087432873679	0
TRAF5	0.476619858610879	0.549855482297025	0.47589237277367
MRPL22	0.525323495980115	0.445263095947548	0.532600348548119
GEMIN5	0.488400455092533	0.544610062095951	0.469021537945862
OPRK1	0	0	0
NFE2L1	0.473727816888224	0.54506072412988	0.483184623169798
SEMA5B	0	0	0
GSK3B	0.471436268267563	0.569986408073274	0.463178280675026
ITGB5	0.462864344587605	0.553180282203119	0.486835513850513
ERC1	0.460664482738933	0.595578564169118	0.452120315143033
XPO1	0.468399279188163	0.540580426269248	0.49280397567529
RNF13	0.503195028585694	0.494465914798903	0.502370079473026
TRPM3	0.453306378207934	0.472217582626578	0.580611785883143
PALB2	0.54858030560999	0.475184878530553	0.478489218421789
DOP1A	0.407182727131018	0.574405403948603	0.528584962203903
LYRM2	0.492980265521102	0.507486953518794	0.499603075539458
BCKDHB	0.493019436567935	0.471499205794746	0.536954549227314
KAT6A	0.459170867788001	0.587070726740908	0.460733315225527
TUT7	0.443866317696512	0.575262289249328	0.486767348911089
ULK2	0.448369480209677	0.572033305559298	0.484892110140628
GRHL2	0	0	0
TNPO1	0.467544599854419	0.548429560419524	0.486383062021777
PLOD1	0.49185022509529	0.485132602757801	0.523575325193785
P2RX5	0.792142182715312	1.26239962999349	0
ITGAE	0.533483561428389	0.416458130799438	0.557866073789403
DIS3	0.46395638868616	0.561097045324414	0.478536727626867
PIBF1	0.455488236371582	0.544206745737421	0.502937546436523
TDRD3	0.451473786973225	0.542166755123377	0.509190720349872
AC000111.6	0	0	0
NUFIP1	0.478722256693548	0.513832680136293	0.507919220579127
PDS5B	0.467927372623994	0.547209047145035	0.487116409904276
OXCT1	0.518410256599609	0.489511757190771	0.492413620431597
RRAGB	0.483311711382085	0.568850413619969	0.452594287317221
EPYC	0	0	0
CYLD	0.463681698674661	0.560969023866846	0.478931922477912
SLC27A5	0.491525674233322	0.449048542028073	0.563874349403242
ZNF324	0.465662716426994	0.516521259875858	0.519039085935826
ZNF671	0.495158005525149	0.471358280713566	0.534848153188432
ZNF416	0.526615904665213	0.369103729337207	0.627202825280508
ZNF586	0.433016598517474	0.477997801839817	0.598515595103868
ZNF446	0.504048746286555	0.528440721342924	0.468716961835116
ZNF264	0.463921123396564	0.579358904848706	0.462555401988967
RPS5	0.51713519403394	0.463315172327378	0.520951453568801
FAT1	0.468026269366321	0.569737252356429	0.466783246612437
YTHDC1	0.472078270999962	0.549056063201343	0.481187728631614
CHMP2B	0.493720219834722	0.483480524252598	0.523368071535221
SMAP2	0.521812947820566	0.49902658826611	0.47975084514861
PPIE	0.502540986353763	0.455269038376164	0.544872552337515
ZMPSTE24	0.519458432653966	0.508350776944588	0.472981793236433
STARD7	0.484041135331944	0.519208768681019	0.497169935894003
NOA1	0.515905145309718	0.482788992056851	0.501674380419037
REST	0.464883258136123	0.523273178482184	0.513155344520158
HAL	0	0	0
SSH1	0.467609762326073	0.565513666102233	0.470908416463322
GSTP1	0.517008834555101	0.459589801892335	0.525124767764757
APLP2	0.492616076752295	0.511207700285206	0.496304996060727
FAM234B	0.666609880987774	0.68034660871653	0.242445554558304
SLCO1A2	0	0	0
WBP11	0.509267224477192	0.497016507050036	0.493804810132925
EIF3I	0.533909275895307	0.458648786206677	0.50942263743844
NKAIN1	0	0	0
COL16A1	0.512490116799818	0.540953674264581	0.449506696116267
TXLNA	0.538006314077856	0.492761538978891	0.470786682150641
APOB	0.239555519403817	1.27585408830511	0.32649968600123
NCOA1	0.473525916676633	0.547567623372464	0.481085738582005
AGBL5	0.519312912175517	0.547593961412877	0.437518090514783
EFR3B	0.453367532410382	0.575290260520714	0.476801331359389
KIF3C	0.789187839291706	0.286116684232279	0.507039159679184
RAB10	0.518907400594197	0.484075677099607	0.497427571248353
GCKR	0	0	0
HADHA	0.509590283459093	0.500207977482717	0.490325496355624
MAPRE3	0.482188401114338	0.518116577836483	0.500125270840058
CAD	0.391135076218729	0.742760583592296	0.413706783642693
CD59	0.519082099985033	0.468956190499781	0.512968630021504
CD82	0.505800791181419	0.503263030410873	0.491019695218496
BCORL1	0.560518794932081	0.469787342785203	0.473151228720225
ATRX	0.454616629138088	0.567536143957056	0.482382293930864
AK6	0.523949527129381	0.462226487389033	0.515331274216879
FCN1	0.752249122406119	0.293921037357956	0.52332158338973
MYNN	0.489867682520408	0.554584296037024	0.458702653380143
MECOM	1.22652376377865	0	0.815312371622151
SCAMP1	0.489446488185112	0.516345463474891	0.494479414488936
PREP	0.585763176743015	0.409752907720024	0.515049026744379
HACE1	0.522701052092102	0.679151608850727	0.337374997521452
SEH1L	0.501756095983478	0.52667272669301	0.472550899136401
WDR47	0.479255538147062	0.563850609746384	0.460841393086765
WDFY1	0.469022516740932	0.551473633288452	0.482081467213714
OVGP1	0.536976448761626	1.86227906552318	0
SLC25A24	0.490174905865866	0.515958766470531	0.494122230335697
MAP3K4	0.444678033333128	0.552416505150096	0.506824665397776
PILRA	0.523653270750146	0.486431836315658	0.490466911633083
IGSF9	648397474.583773	0	0
ABCB1	1434176347.03379	0	0
ZNF213	0.485983742415287	0.42259554083935	0.602295404485089
AKR1B1	0.507923715721216	0.471774626220494	0.521179478153224
CPNE3	0.503789099910121	0.498522580706339	0.497702846635005
RRN3	0.506928242395158	0.492706104249916	0.500433272160263
CTTN	0.496322436793723	0.527518603451533	0.477021244144629
WNT11	0.986979470110515	0.33426940809815	0.338240733979879
MTIF2	0.508382403760738	0.573863259946886	0.425193862896455
DDHD2	0.433335377645271	0.572880961926363	0.500261296339392
TTC39A	0.465301532679744	0	2.14914400126938
EPS15	0.460656375128148	0.556951887116538	0.485672892969338
