arm	panel	genes	mean_detect
smad	null_smad_0227	RAB11FIP1,VKORC1,DAB2IP,MTSS2,SMC1A,TMTC1,USP6NL	0.09206213307240706
smad	null_smad_0228	LRATD1,SMARCA1,DAB2IP,MTSS2,SMC1A,AKAP7,TTC9C	0.09208659491193738
smad	null_smad_0229	UTP14C,SMARCA1,SEMA4B,MTSS2,SMC1A,TMTC1,USP6NL	0.09208659491193738
smad	null_smad_0230	MTERF3,VKORC1,TNFSF12,MTSS2,SMC1A,MED7,TTC9C	0.09206213307240706
smad	null_smad_0231	UTP14C,SMARCA1,TTTY14,MTSS2,STX7,TMTC1,SMIM20	0.09208659491193738
smad	null_smad_0232	LRATD1,CCDC186,TTTY14,MTSS2,SMC1A,CTDP1,SETD7	0.09206213307240706
smad	null_smad_0233	MTERF3,CCDC186,TNFSF12,MTSS2,SMC1A,WASHC2A,PRPF19	0.09206213307240706
smad	null_smad_0234	UTP14C,VKORC1,DAB2IP,MTSS2,SMC1A,GMPPA,SMIM20	0.09206213307240706
smad	null_smad_0235	MTERF3,VKORC1,ABHD12,MTSS2,SMC1A,AKAP7,PRPF19	0.09206213307240706
smad	null_smad_0236	MTERF3,FXYD6,ABHD12,MTSS2,STX7,NSMF,USP6NL	0.09208659491193738
smad	null_smad_0237	CHUK,FXYD6,TTTY14,MTSS2,SMC1A,NSMF,PRPF19	0.09208659491193738
smad	null_smad_0238	MTERF3,SMARCA1,DAB2IP,MTSS2,SMC1A,MED7,TTC9C	0.09208659491193738
smad	null_smad_0239	SUSD4,SMARCA1,TMED5,MTSS2,SMC1A,TMTC1,PSMB10	0.09208659491193738
smad	null_smad_0240	SUSD4,VKORC1,DAB2IP,MTSS2,STX7,WASHC2A,SETD7	0.09206213307240706
smad	null_smad_0241	UTP14C,FXYD6,PRCC,MTSS2,SMC1A,AKAP7,ANAPC7	0.09208659491193738
smad	null_smad_0242	MTERF3,CCDC186,TMED5,MTSS2,SMC1A,MACROD1,PRPF19	0.09206213307240706
smad	null_smad_0243	LRATD1,CCDC186,TTTY14,MTSS2,STX7,NSMF,USP6NL	0.09206213307240706
smad	null_smad_0244	LRATD1,SMARCA1,TNFSF12,MTSS2,STX7,ZBTB8A,TTC9C	0.09208659491193738
smad	null_smad_0245	UTP14C,VKORC1,TTTY14,MTSS2,STX7,NSMF,SETD7	0.09206213307240706
smad	null_smad_0246	CHUK,CCDC186,SEMA4B,MTSS2,SMC1A,ZBTB8A,TTC9C	0.09206213307240706
smad	null_smad_0247	CHUK,VKORC1,ABHD12,MTSS2,STX7,CTDP1,TTC9C	0.09206213307240706
smad	null_smad_0248	CHUK,SMARCA1,TMED5,MTSS2,STX7,WASHC2A,PSMB10	0.09208659491193738
smad	null_smad_0249	SUSD4,SMARCA1,SEMA4B,MTSS2,STX7,AKAP7,TTC9C	0.09208659491193738
smad	null_smad_0250	RAB11FIP1,CCDC186,PRCC,MTSS2,SMC1A,MACROD1,PRPF19	0.09206213307240706
smad	null_smad_0251	LRATD1,SMARCA1,ABHD12,MTSS2,STX7,NSMF,SETD7	0.09208659491193738
smad	null_smad_0252	LRATD1,SMARCA1,SEMA4B,MTSS2,STX7,NSMF,TTC9C	0.09208659491193738
smad	null_smad_0253	RAB11FIP1,FXYD6,TNFSF12,MTSS2,STX7,ZBTB8A,SMIM20	0.09208659491193738
smad	null_smad_0254	CHUK,VKORC1,SEMA4B,MTSS2,SMC1A,TMTC1,TTC9C	0.09206213307240706
smad	null_smad_0255	SUSD4,SMARCA1,TNFSF12,MTSS2,SMC1A,MACROD1,SETD7	0.09208659491193738
smad	null_smad_0256	RAB11FIP1,VKORC1,SEMA4B,MTSS2,STX7,MED7,PSMB10	0.09206213307240706
smad	null_smad_0257	LRATD1,VKORC1,SEMA4B,MTSS2,SMC1A,AKAP7,USP6NL	0.09206213307240706
smad	null_smad_0258	SUSD4,SMARCA1,TMED5,MTSS2,SMC1A,NSMF,PRPF19	0.09208659491193738
smad	null_smad_0259	UTP14C,SMARCA1,TMED5,MTSS2,STX7,NSMF,TTC9C	0.09208659491193738
smad	null_smad_0260	MTERF3,SMARCA1,TTTY14,MTSS2,STX7,TMTC1,TTC9C	0.09208659491193738
smad	null_smad_0261	RAB11FIP1,VKORC1,ABHD12,MTSS2,STX7,GMPPA,USP6NL	0.09206213307240706
smad	null_smad_0262	UTP14C,VKORC1,PRCC,MTSS2,SMC1A,MED7,PSMB10	0.09206213307240706
smad	null_smad_0263	SUSD4,VKORC1,TTTY14,MTSS2,SMC1A,MACROD1,PRPF19	0.09206213307240706
smad	null_smad_0264	CHUK,VKORC1,PRCC,MTSS2,SMC1A,MED7,SMIM20	0.09206213307240706
smad	null_smad_0265	MTERF3,FXYD6,ABHD12,MTSS2,SMC1A,MACROD1,PRPF19	0.09208659491193738
smad	null_smad_0266	SUSD4,VKORC1,TMED5,MTSS2,STX7,CTDP1,USP6NL	0.09206213307240706
smad	null_smad_0267	UTP14C,SMARCA1,DAB2IP,MTSS2,STX7,NSMF,SETD7	0.09208659491193738
smad	null_smad_0268	LRATD1,VKORC1,DAB2IP,MTSS2,SMC1A,CTDP1,USP6NL	0.09206213307240706
smad	null_smad_0269	CHUK,SMARCA1,ABHD12,MTSS2,STX7,ZBTB8A,PSMB10	0.09208659491193738
smad	null_smad_0270	SUSD4,SMARCA1,TMED5,MTSS2,SMC1A,WASHC2A,SETD7	0.09208659491193738
smad	null_smad_0271	SUSD4,VKORC1,TMED5,MTSS2,SMC1A,WASHC2A,PSMB10	0.09206213307240706
smad	null_smad_0272	LRATD1,CCDC186,TTTY14,MTSS2,SMC1A,ZBTB8A,SETD7	0.09206213307240706
smad	null_smad_0273	LRATD1,CCDC186,TNFSF12,MTSS2,SMC1A,NSMF,TTC9C	0.09206213307240706
smad	null_smad_0274	CHUK,SMARCA1,ABHD12,MTSS2,SMC1A,NSMF,TTC9C	0.09208659491193738
smad	null_smad_0275	MTERF3,FXYD6,TNFSF12,MTSS2,STX7,WASHC2A,PRPF19	0.09208659491193738
smad	null_smad_0276	CHUK,SMARCA1,ABHD12,MTSS2,SMC1A,MED7,TTC9C	0.09208659491193738
smad	null_smad_0277	MTERF3,SMARCA1,DAB2IP,MTSS2,STX7,WASHC2A,USP6NL	0.09208659491193738
smad	null_smad_0278	UTP14C,VKORC1,DAB2IP,MTSS2,STX7,CTDP1,ANAPC7	0.09206213307240706
smad	null_smad_0279	MTERF3,FXYD6,ABHD12,MTSS2,SMC1A,ZBTB8A,PRPF19	0.09208659491193738
smad	null_smad_0280	RAB11FIP1,FXYD6,PRCC,MTSS2,STX7,NSMF,ANAPC7	0.09208659491193738
smad	null_smad_0281	CHUK,CCDC186,DAB2IP,MTSS2,STX7,GMPPA,PRPF19	0.09206213307240706
smad	null_smad_0282	LRATD1,CCDC186,ABHD12,MTSS2,SMC1A,AKAP7,PSMB10	0.09206213307240706
smad	null_smad_0283	RAB11FIP1,SMARCA1,TNFSF12,MTSS2,SMC1A,ZBTB8A,ANAPC7	0.09208659491193738
smad	null_smad_0284	MTERF3,FXYD6,SEMA4B,MTSS2,STX7,ZBTB8A,PRPF19	0.09208659491193738
smad	null_smad_0285	UTP14C,VKORC1,TMED5,MTSS2,SMC1A,GMPPA,PSMB10	0.09206213307240706
smad	null_smad_0286	LRATD1,CCDC186,ABHD12,MTSS2,SMC1A,ZBTB8A,SMIM20	0.09206213307240706
smad	null_smad_0287	UTP14C,VKORC1,TTTY14,MTSS2,SMC1A,ZBTB8A,ANAPC7	0.09206213307240706
smad	null_smad_0288	SUSD4,SMARCA1,TTTY14,MTSS2,STX7,ZBTB8A,SETD7	0.09208659491193738
smad	null_smad_0289	LRATD1,CCDC186,TNFSF12,MTSS2,SMC1A,TMTC1,TTC9C	0.09206213307240706
smad	null_smad_0290	SUSD4,VKORC1,TTTY14,MTSS2,STX7,GMPPA,ANAPC7	0.09206213307240706
smad	null_smad_0291	LRATD1,VKORC1,TTTY14,MTSS2,STX7,AKAP7,SMIM20	0.09206213307240706
smad	null_smad_0292	MTERF3,FXYD6,TMED5,MTSS2,SMC1A,ZBTB8A,SETD7	0.09208659491193738
smad	null_smad_0293	CHUK,SMARCA1,SEMA4B,MTSS2,STX7,ZBTB8A,TTC9C	0.09208659491193738
smad	null_smad_0294	LRATD1,FXYD6,ABHD12,MTSS2,STX7,WASHC2A,SETD7	0.09208659491193738
smad	null_smad_0295	LRATD1,FXYD6,TNFSF12,MTSS2,STX7,ZBTB8A,PRPF19	0.09208659491193738
smad	null_smad_0296	UTP14C,FXYD6,TMED5,MTSS2,SMC1A,GMPPA,TTC9C	0.09208659491193738
smad	null_smad_0297	CHUK,SMARCA1,PRCC,MTSS2,SMC1A,AKAP7,TTC9C	0.09208659491193738
smad	null_smad_0298	CHUK,FXYD6,DAB2IP,MTSS2,SMC1A,CTDP1,PRPF19	0.09208659491193738
smad	null_smad_0299	LRATD1,FXYD6,ABHD12,MTSS2,STX7,TMTC1,SETD7	0.09208659491193738
smad	null_smad_0300	UTP14C,CCDC186,DAB2IP,MTSS2,SMC1A,GMPPA,PSMB10	0.09206213307240706
smad	null_smad_0301	SUSD4,CCDC186,SEMA4B,MTSS2,STX7,NSMF,SETD7	0.09206213307240706
smad	null_smad_0302	CHUK,VKORC1,SEMA4B,MTSS2,SMC1A,AKAP7,TTC9C	0.09206213307240706
smad	null_smad_0303	SUSD4,VKORC1,TMED5,MTSS2,STX7,CTDP1,PRPF19	0.09206213307240706
smad	null_smad_0304	CHUK,VKORC1,SEMA4B,MTSS2,SMC1A,MACROD1,ANAPC7	0.09206213307240706
smad	null_smad_0305	LRATD1,FXYD6,TMED5,MTSS2,SMC1A,ZBTB8A,SMIM20	0.09208659491193738
smad	null_smad_0306	UTP14C,SMARCA1,TTTY14,MTSS2,SMC1A,MACROD1,PRPF19	0.09208659491193738
smad	null_smad_0307	CHUK,CCDC186,TNFSF12,MTSS2,SMC1A,CTDP1,USP6NL	0.09206213307240706
smad	null_smad_0308	LRATD1,CCDC186,PRCC,MTSS2,STX7,TMTC1,USP6NL	0.09206213307240706
smad	null_smad_0309	LRATD1,SMARCA1,PRCC,MTSS2,STX7,NSMF,SMIM20	0.09208659491193738
smad	null_smad_0310	RAB11FIP1,FXYD6,DAB2IP,MTSS2,SMC1A,ZBTB8A,SETD7	0.09208659491193738
smad	null_smad_0311	SUSD4,VKORC1,ABHD12,MTSS2,STX7,MACROD1,SETD7	0.09206213307240706
smad	null_smad_0312	SUSD4,FXYD6,TTTY14,MTSS2,STX7,CTDP1,TTC9C	0.09208659491193738
smad	null_smad_0313	LRATD1,CCDC186,ABHD12,MTSS2,STX7,NSMF,SETD7	0.09206213307240706
smad	null_smad_0314	UTP14C,SMARCA1,TNFSF12,MTSS2,STX7,NSMF,USP6NL	0.09208659491193738
smad	null_smad_0315	LRATD1,CCDC186,DAB2IP,MTSS2,SMC1A,ZBTB8A,TTC9C	0.09206213307240706
smad	null_smad_0316	SUSD4,FXYD6,PRCC,MTSS2,SMC1A,NSMF,SMIM20	0.09208659491193738
smad	null_smad_0317	SUSD4,VKORC1,ABHD12,MTSS2,STX7,NSMF,PSMB10	0.09206213307240706
smad	null_smad_0318	MTERF3,CCDC186,TMED5,MTSS2,SMC1A,TMTC1,PSMB10	0.09206213307240706
smad	null_smad_0319	CHUK,FXYD6,TNFSF12,MTSS2,STX7,AKAP7,SMIM20	0.09208659491193738
smad	null_smad_0320	CHUK,VKORC1,ABHD12,MTSS2,SMC1A,MACROD1,PSMB10	0.09206213307240706
smad	null_smad_0321	UTP14C,FXYD6,ABHD12,MTSS2,STX7,WASHC2A,PRPF19	0.09208659491193738
smad	null_smad_0322	LRATD1,SMARCA1,PRCC,MTSS2,STX7,ZBTB8A,PSMB10	0.09208659491193738
smad	null_smad_0323	CHUK,VKORC1,DAB2IP,MTSS2,STX7,ZBTB8A,SETD7	0.09206213307240706
smad	null_smad_0324	RAB11FIP1,CCDC186,TTTY14,MTSS2,STX7,WASHC2A,TTC9C	0.09206213307240706
smad	null_smad_0325	SUSD4,SMARCA1,DAB2IP,MTSS2,STX7,NSMF,PRPF19	0.09208659491193738
smad	null_smad_0326	MTERF3,SMARCA1,DAB2IP,MTSS2,STX7,NSMF,PSMB10	0.09208659491193738
smad	null_smad_0327	CHUK,FXYD6,PRCC,MTSS2,SMC1A,WASHC2A,TTC9C	0.09208659491193738
smad	null_smad_0328	CHUK,VKORC1,TMED5,MTSS2,STX7,NSMF,TTC9C	0.09206213307240706
smad	null_smad_0329	RAB11FIP1,VKORC1,DAB2IP,MTSS2,SMC1A,TMTC1,USP6NL	0.09206213307240706
smad	null_smad_0330	RAB11FIP1,SMARCA1,TMED5,MTSS2,STX7,AKAP7,SETD7	0.09208659491193738
smad	null_smad_0331	MTERF3,FXYD6,PRCC,MTSS2,SMC1A,MED7,USP6NL	0.09208659491193738
smad	null_smad_0332	SUSD4,CCDC186,TMED5,MTSS2,STX7,NSMF,TTC9C	0.09206213307240706
smad	null_smad_0333	SUSD4,FXYD6,PRCC,MTSS2,SMC1A,WASHC2A,PRPF19	0.09208659491193738
smad	null_smad_0334	UTP14C,FXYD6,TMED5,MTSS2,STX7,CTDP1,TTC9C	0.09208659491193738
smad	null_smad_0335	LRATD1,CCDC186,PRCC,MTSS2,STX7,NSMF,USP6NL	0.09206213307240706
smad	null_smad_0336	SUSD4,SMARCA1,TTTY14,MTSS2,SMC1A,NSMF,PRPF19	0.09208659491193738
smad	null_smad_0337	LRATD1,FXYD6,TTTY14,MTSS2,STX7,CTDP1,PRPF19	0.09208659491193738
smad	null_smad_0338	CHUK,VKORC1,TTTY14,MTSS2,STX7,CTDP1,SETD7	0.09206213307240706
smad	null_smad_0339	RAB11FIP1,CCDC186,ABHD12,MTSS2,STX7,ZBTB8A,TTC9C	0.09206213307240706
smad	null_smad_0340	UTP14C,VKORC1,SEMA4B,MTSS2,SMC1A,CTDP1,TTC9C	0.09206213307240706
smad	null_smad_0341	CHUK,SMARCA1,DAB2IP,MTSS2,SMC1A,ZBTB8A,SMIM20	0.09208659491193738
smad	null_smad_0342	CHUK,SMARCA1,PRCC,MTSS2,STX7,WASHC2A,ANAPC7	0.09208659491193738
smad	null_smad_0343	SUSD4,VKORC1,DAB2IP,MTSS2,STX7,CTDP1,SMIM20	0.09206213307240706
smad	null_smad_0344	UTP14C,CCDC186,DAB2IP,MTSS2,SMC1A,MED7,ANAPC7	0.09206213307240706
smad	null_smad_0345	SUSD4,FXYD6,ABHD12,MTSS2,SMC1A,MACROD1,SMIM20	0.09208659491193738
smad	null_smad_0346	SUSD4,SMARCA1,SEMA4B,MTSS2,STX7,TMTC1,USP6NL	0.09208659491193738
smad	null_smad_0347	RAB11FIP1,FXYD6,DAB2IP,MTSS2,STX7,MACROD1,SMIM20	0.09208659491193738
smad	null_smad_0348	RAB11FIP1,VKORC1,SEMA4B,MTSS2,STX7,TMTC1,SETD7	0.09206213307240706
smad	null_smad_0349	MTERF3,FXYD6,PRCC,MTSS2,STX7,GMPPA,PSMB10	0.09208659491193738
smad	null_smad_0350	LRATD1,SMARCA1,TNFSF12,MTSS2,STX7,GMPPA,ANAPC7	0.09208659491193738
smad	null_smad_0351	UTP14C,VKORC1,PRCC,MTSS2,SMC1A,ZBTB8A,PSMB10	0.09206213307240706
smad	null_smad_0352	RAB11FIP1,VKORC1,ABHD12,MTSS2,STX7,ZBTB8A,SETD7	0.09206213307240706
smad	null_smad_0353	UTP14C,CCDC186,DAB2IP,MTSS2,SMC1A,TMTC1,TTC9C	0.09206213307240706
smad	null_smad_0354	CHUK,SMARCA1,ABHD12,MTSS2,SMC1A,TMTC1,PRPF19	0.09208659491193738
smad	null_smad_0355	LRATD1,CCDC186,TNFSF12,MTSS2,STX7,NSMF,ANAPC7	0.09206213307240706
smad	null_smad_0356	UTP14C,SMARCA1,DAB2IP,MTSS2,SMC1A,ZBTB8A,PRPF19	0.09208659491193738
smad	null_smad_0357	RAB11FIP1,VKORC1,TTTY14,MTSS2,STX7,GMPPA,USP6NL	0.09206213307240706
smad	null_smad_0358	SUSD4,VKORC1,PRCC,MTSS2,STX7,CTDP1,PRPF19	0.09206213307240706
smad	null_smad_0359	UTP14C,SMARCA1,DAB2IP,MTSS2,SMC1A,GMPPA,SETD7	0.09208659491193738
smad	null_smad_0360	LRATD1,FXYD6,TTTY14,MTSS2,STX7,WASHC2A,ANAPC7	0.09208659491193738
smad	null_smad_0361	MTERF3,VKORC1,ABHD12,MTSS2,SMC1A,TMTC1,USP6NL	0.09206213307240706
smad	null_smad_0362	RAB11FIP1,CCDC186,SEMA4B,MTSS2,SMC1A,AKAP7,TTC9C	0.09206213307240706
smad	null_smad_0363	UTP14C,FXYD6,DAB2IP,MTSS2,SMC1A,WASHC2A,PRPF19	0.09208659491193738
smad	null_smad_0364	MTERF3,VKORC1,TNFSF12,MTSS2,SMC1A,ZBTB8A,SETD7	0.09206213307240706
smad	null_smad_0365	CHUK,FXYD6,TMED5,MTSS2,STX7,MACROD1,PRPF19	0.09208659491193738
smad	null_smad_0366	LRATD1,VKORC1,SEMA4B,MTSS2,STX7,ZBTB8A,PSMB10	0.09206213307240706
smad	null_smad_0367	SUSD4,FXYD6,TTTY14,MTSS2,STX7,MED7,PSMB10	0.09208659491193738
smad	null_smad_0368	UTP14C,FXYD6,ABHD12,MTSS2,STX7,MACROD1,PSMB10	0.09208659491193738
smad	null_smad_0369	LRATD1,VKORC1,PRCC,MTSS2,STX7,AKAP7,TTC9C	0.09206213307240706
smad	null_smad_0370	MTERF3,VKORC1,TMED5,MTSS2,SMC1A,MACROD1,USP6NL	0.09206213307240706
smad	null_smad_0371	MTERF3,VKORC1,ABHD12,MTSS2,STX7,MACROD1,PRPF19	0.09206213307240706
smad	null_smad_0372	LRATD1,SMARCA1,DAB2IP,MTSS2,STX7,MED7,TTC9C	0.09208659491193738
smad	null_smad_0373	CHUK,SMARCA1,TMED5,MTSS2,STX7,TMTC1,PSMB10	0.09208659491193738
smad	null_smad_0374	SUSD4,FXYD6,DAB2IP,MTSS2,STX7,GMPPA,SETD7	0.09208659491193738
smad	null_smad_0375	CHUK,CCDC186,TNFSF12,MTSS2,STX7,NSMF,PRPF19	0.09206213307240706
smad	null_smad_0376	CHUK,CCDC186,PRCC,MTSS2,STX7,GMPPA,SETD7	0.09206213307240706
smad	null_smad_0377	LRATD1,VKORC1,TTTY14,MTSS2,STX7,TMTC1,PRPF19	0.09206213307240706
smad	null_smad_0378	RAB11FIP1,VKORC1,TMED5,MTSS2,STX7,AKAP7,SETD7	0.09206213307240706
smad	null_smad_0379	SUSD4,FXYD6,DAB2IP,MTSS2,SMC1A,MED7,SMIM20	0.09208659491193738
smad	null_smad_0380	UTP14C,FXYD6,PRCC,MTSS2,STX7,AKAP7,TTC9C	0.09208659491193738
smad	null_smad_0381	LRATD1,VKORC1,TMED5,MTSS2,STX7,NSMF,TTC9C	0.09206213307240706
smad	null_smad_0382	UTP14C,CCDC186,ABHD12,MTSS2,SMC1A,NSMF,PSMB10	0.09206213307240706
smad	null_smad_0383	LRATD1,CCDC186,TMED5,MTSS2,SMC1A,MACROD1,ANAPC7	0.09206213307240706
smad	null_smad_0384	CHUK,CCDC186,DAB2IP,MTSS2,SMC1A,WASHC2A,PSMB10	0.09206213307240706
smad	null_smad_0385	LRATD1,SMARCA1,PRCC,MTSS2,STX7,AKAP7,PSMB10	0.09208659491193738
smad	null_smad_0386	UTP14C,CCDC186,TTTY14,MTSS2,STX7,MACROD1,SETD7	0.09206213307240706
smad	null_smad_0387	SUSD4,VKORC1,ABHD12,MTSS2,SMC1A,CTDP1,SMIM20	0.09206213307240706
smad	null_smad_0388	SUSD4,VKORC1,DAB2IP,MTSS2,STX7,NSMF,PSMB10	0.09206213307240706
smad	null_smad_0389	UTP14C,FXYD6,ABHD12,MTSS2,SMC1A,MED7,USP6NL	0.09208659491193738
smad	null_smad_0390	RAB11FIP1,CCDC186,TMED5,MTSS2,SMC1A,MED7,ANAPC7	0.09206213307240706
smad	null_smad_0391	UTP14C,SMARCA1,TMED5,MTSS2,STX7,CTDP1,PSMB10	0.09208659491193738
smad	null_smad_0392	MTERF3,SMARCA1,TNFSF12,MTSS2,SMC1A,MACROD1,PRPF19	0.09208659491193738
smad	null_smad_0393	SUSD4,VKORC1,PRCC,MTSS2,SMC1A,GMPPA,SETD7	0.09206213307240706
smad	null_smad_0394	MTERF3,VKORC1,TTTY14,MTSS2,STX7,MACROD1,ANAPC7	0.09206213307240706
smad	null_smad_0395	LRATD1,SMARCA1,TNFSF12,MTSS2,SMC1A,MACROD1,TTC9C	0.09208659491193738
smad	null_smad_0396	MTERF3,FXYD6,TNFSF12,MTSS2,STX7,CTDP1,USP6NL	0.09208659491193738
smad	null_smad_0397	CHUK,VKORC1,SEMA4B,MTSS2,SMC1A,NSMF,SETD7	0.09206213307240706
smad	null_smad_0398	MTERF3,CCDC186,PRCC,MTSS2,STX7,CTDP1,SMIM20	0.09206213307240706
smad	null_smad_0399	SUSD4,CCDC186,TTTY14,MTSS2,STX7,MED7,USP6NL	0.09206213307240706
smad	null_smad_0400	MTERF3,SMARCA1,ABHD12,MTSS2,SMC1A,NSMF,PRPF19	0.09208659491193738
smad	null_smad_0401	CHUK,CCDC186,PRCC,MTSS2,SMC1A,CTDP1,ANAPC7	0.09206213307240706
smad	null_smad_0402	RAB11FIP1,CCDC186,TMED5,MTSS2,SMC1A,GMPPA,SETD7	0.09206213307240706
smad	null_smad_0403	SUSD4,SMARCA1,DAB2IP,MTSS2,STX7,MACROD1,USP6NL	0.09208659491193738
smad	null_smad_0404	SUSD4,FXYD6,ABHD12,MTSS2,SMC1A,WASHC2A,SMIM20	0.09208659491193738
smad	null_smad_0405	CHUK,VKORC1,TNFSF12,MTSS2,SMC1A,ZBTB8A,SMIM20	0.09206213307240706
smad	null_smad_0406	LRATD1,FXYD6,TNFSF12,MTSS2,STX7,WASHC2A,ANAPC7	0.09208659491193738
smad	null_smad_0407	RAB11FIP1,FXYD6,TMED5,MTSS2,STX7,CTDP1,USP6NL	0.09208659491193738
smad	null_smad_0408	MTERF3,FXYD6,TTTY14,MTSS2,STX7,MACROD1,USP6NL	0.09208659491193738
smad	null_smad_0409	UTP14C,SMARCA1,TNFSF12,MTSS2,STX7,AKAP7,SETD7	0.09208659491193738
smad	null_smad_0410	SUSD4,CCDC186,TMED5,MTSS2,SMC1A,GMPPA,USP6NL	0.09206213307240706
smad	null_smad_0411	CHUK,SMARCA1,SEMA4B,MTSS2,STX7,TMTC1,USP6NL	0.09208659491193738
smad	null_smad_0412	MTERF3,CCDC186,SEMA4B,MTSS2,SMC1A,GMPPA,TTC9C	0.09206213307240706
smad	null_smad_0413	MTERF3,VKORC1,DAB2IP,MTSS2,SMC1A,WASHC2A,USP6NL	0.09206213307240706
smad	null_smad_0414	LRATD1,FXYD6,TTTY14,MTSS2,STX7,TMTC1,USP6NL	0.09208659491193738
smad	null_smad_0415	SUSD4,VKORC1,DAB2IP,MTSS2,SMC1A,WASHC2A,USP6NL	0.09206213307240706
smad	null_smad_0416	LRATD1,CCDC186,TNFSF12,MTSS2,STX7,ZBTB8A,TTC9C	0.09206213307240706
smad	null_smad_0417	CHUK,VKORC1,PRCC,MTSS2,SMC1A,MACROD1,SETD7	0.09206213307240706
smad	null_smad_0418	UTP14C,VKORC1,TTTY14,MTSS2,STX7,NSMF,TTC9C	0.09206213307240706
smad	null_smad_0419	SUSD4,CCDC186,PRCC,MTSS2,SMC1A,WASHC2A,TTC9C	0.09206213307240706
smad	null_smad_0420	UTP14C,SMARCA1,TTTY14,MTSS2,STX7,CTDP1,ANAPC7	0.09208659491193738
smad	null_smad_0421	CHUK,SMARCA1,DAB2IP,MTSS2,STX7,WASHC2A,SMIM20	0.09208659491193738
smad	null_smad_0422	LRATD1,VKORC1,TNFSF12,MTSS2,SMC1A,MACROD1,SETD7	0.09206213307240706
smad	null_smad_0423	CHUK,FXYD6,TTTY14,MTSS2,SMC1A,WASHC2A,SETD7	0.09208659491193738
smad	null_smad_0424	CHUK,VKORC1,TTTY14,MTSS2,STX7,CTDP1,PSMB10	0.09206213307240706
smad	null_smad_0425	MTERF3,VKORC1,DAB2IP,MTSS2,STX7,WASHC2A,USP6NL	0.09206213307240706
smad	null_smad_0426	MTERF3,SMARCA1,SEMA4B,MTSS2,STX7,MED7,USP6NL	0.09208659491193738
smad	null_smad_0427	UTP14C,CCDC186,DAB2IP,MTSS2,STX7,MACROD1,SMIM20	0.09206213307240706
smad	null_smad_0428	RAB11FIP1,SMARCA1,ABHD12,MTSS2,STX7,WASHC2A,ANAPC7	0.09208659491193738
smad	null_smad_0429	CHUK,CCDC186,TNFSF12,MTSS2,SMC1A,GMPPA,PSMB10	0.09206213307240706
smad	null_smad_0430	SUSD4,FXYD6,DAB2IP,MTSS2,STX7,GMPPA,USP6NL	0.09208659491193738
smad	null_smad_0431	RAB11FIP1,CCDC186,TMED5,MTSS2,SMC1A,AKAP7,ANAPC7	0.09206213307240706
smad	null_smad_0432	CHUK,CCDC186,TMED5,MTSS2,STX7,ZBTB8A,SETD7	0.09206213307240706
smad	null_smad_0433	UTP14C,VKORC1,DAB2IP,MTSS2,STX7,TMTC1,ANAPC7	0.09206213307240706
smad	null_smad_0434	LRATD1,SMARCA1,TTTY14,MTSS2,SMC1A,ZBTB8A,SETD7	0.09208659491193738
smad	null_smad_0435	CHUK,VKORC1,PRCC,MTSS2,STX7,TMTC1,PSMB10	0.09206213307240706
smad	null_smad_0436	RAB11FIP1,VKORC1,ABHD12,MTSS2,STX7,MED7,TTC9C	0.09206213307240706
smad	null_smad_0437	MTERF3,VKORC1,TNFSF12,MTSS2,STX7,MED7,ANAPC7	0.09206213307240706
smad	null_smad_0438	UTP14C,FXYD6,ABHD12,MTSS2,SMC1A,ZBTB8A,ANAPC7	0.09208659491193738
smad	null_smad_0439	SUSD4,FXYD6,PRCC,MTSS2,SMC1A,AKAP7,TTC9C	0.09208659491193738
smad	null_smad_0440	SUSD4,SMARCA1,PRCC,MTSS2,SMC1A,TMTC1,SETD7	0.09208659491193738
smad	null_smad_0441	LRATD1,CCDC186,TNFSF12,MTSS2,STX7,AKAP7,SETD7	0.09206213307240706
smad	null_smad_0442	MTERF3,FXYD6,SEMA4B,MTSS2,STX7,WASHC2A,PSMB10	0.09208659491193738
smad	null_smad_0443	CHUK,CCDC186,SEMA4B,MTSS2,SMC1A,MACROD1,SMIM20	0.09206213307240706
smad	null_smad_0444	MTERF3,SMARCA1,DAB2IP,MTSS2,SMC1A,CTDP1,PRPF19	0.09208659491193738
smad	null_smad_0445	MTERF3,VKORC1,ABHD12,MTSS2,STX7,GMPPA,PRPF19	0.09206213307240706
smad	null_smad_0446	MTERF3,SMARCA1,TTTY14,MTSS2,STX7,AKAP7,PRPF19	0.09208659491193738
smad	null_smad_0447	RAB11FIP1,FXYD6,TTTY14,MTSS2,STX7,WASHC2A,ANAPC7	0.09208659491193738
smad	null_smad_0448	LRATD1,CCDC186,TTTY14,MTSS2,SMC1A,AKAP7,PSMB10	0.09206213307240706
smad	null_smad_0449	UTP14C,VKORC1,DAB2IP,MTSS2,STX7,TMTC1,SMIM20	0.09206213307240706
smad	null_smad_0450	SUSD4,CCDC186,PRCC,MTSS2,SMC1A,WASHC2A,PSMB10	0.09206213307240706
smad	null_smad_0451	MTERF3,CCDC186,TNFSF12,MTSS2,STX7,MACROD1,TTC9C	0.09206213307240706
smad	null_smad_0452	MTERF3,SMARCA1,SEMA4B,MTSS2,SMC1A,GMPPA,SETD7	0.09208659491193738
smad	null_smad_0453	UTP14C,FXYD6,TTTY14,MTSS2,STX7,ZBTB8A,SETD7	0.09208659491193738
